handle,label,chain,networkId,realPoints,stepsReturned,serviceCount,firstRealAt,firstRealUsd,lastRealAt,lastRealUsd,spanDays,chainLatestUsd,shareOfHoldings,chainPricedShare,chainReasonInAllChainsAnswer,status,drawable,usablePoints,drawingReason,answerRefused,pointRefusalReasons,trackedSince,basisOfRealPoints,chainsHeldByTrader,failed
ventikohi,Kohi,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,126226.09,2026-09-10T16:00:00.000Z,126226.09,0,126226.09,0.1211,1,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
ventikohi,Kohi,bsc,56,11,28,28,2026-08-15T00:00:00.000Z,11.83,2026-09-10T16:00:00.000Z,6199.45,27,6199.45,0.0059,1,,warming,false,11,short_coverage,,no_prices x8; (no reason given) x9,2026-09-10T16:00:00.000Z,rebuilt x10; sampled x1,5,
ventikohi,Kohi,base,8453,5,28,28,2026-08-30T00:00:00.000Z,1.96,2026-09-10T16:00:00.000Z,3.97,12,3.97,0.0000,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,5,
ventikohi,Kohi,ethereum,1,7,28,28,2026-08-20T00:00:00.000Z,1.44,2026-09-10T16:00:00.000Z,3.72,22,3.72,0.0000,1,,warming,false,7,short_coverage,,(no reason given) x21,2026-09-10T16:00:00.000Z,rebuilt x6; sampled x1,5,
workethic,workethic,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,1040911.88,2026-09-10T16:00:00.000Z,1040911.88,0,1040911.88,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
workethic,workethic,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,18554.91,2026-09-10T16:00:00.000Z,929907.78,28,929907.78,0.8934,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
workethic,workethic,bsc,56,17,28,28,2026-08-23T00:00:00.000Z,236.54,2026-09-10T16:00:00.000Z,110937.97,19,110937.97,0.1066,1,,warming,false,17,short_coverage,,(no reason given) x11,2026-09-10T16:00:00.000Z,rebuilt x16; sampled x1,5,
workethic,workethic,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,44.46,2026-09-10T16:00:00.000Z,44.46,0,44.46,0.0000,0.3333,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
workethic,workethic,base,8453,2,28,28,2026-09-08T00:00:00.000Z,352.95,2026-09-10T16:00:00.000Z,14.23,3,14.23,0.0000,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,5,
workethic,workethic,ethereum,1,5,28,28,2026-08-17T00:00:00.000Z,2.88,2026-09-10T16:00:00.000Z,7.45,25,7.45,0.0000,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,5,
SerAvocado,Avocado,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,1028782.91,2026-09-10T16:00:00.000Z,1028782.91,0,1028782.91,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
SerAvocado,Avocado,bsc,56,11,28,28,2026-08-18T00:00:00.000Z,10.99,2026-09-10T16:00:00.000Z,886287.50,24,886287.50,0.8615,1,,warming,false,11,short_coverage,,(no reason given) x13; no_prices x4,2026-09-10T16:00:00.000Z,rebuilt x10; sampled x1,5,
SerAvocado,Avocado,robinhood,4663,16,28,28,2026-08-24T00:00:00.000Z,75.35,2026-09-10T16:00:00.000Z,117592.19,18,117592.19,0.1143,1,,warming,false,16,short_coverage,,no_prices x12,2026-09-10T16:00:00.000Z,rebuilt x15; sampled x1,5,
SerAvocado,Avocado,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,24881.45,2026-09-10T16:00:00.000Z,24881.45,0,24881.45,0.0242,0.8556,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
SerAvocado,Avocado,ethereum,1,8,28,28,2026-08-17T00:00:00.000Z,2.88,2026-09-10T16:00:00.000Z,11.40,25,11.40,0.0000,1,,warming,false,8,short_coverage,,(no reason given) x20,2026-09-10T16:00:00.000Z,rebuilt x7; sampled x1,5,
SerAvocado,Avocado,base,8453,3,28,28,2026-08-23T00:00:00.000Z,276701.40,2026-09-10T16:00:00.000Z,10.37,19,10.37,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,5,
0xleo,leo,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,1009294.49,2026-09-10T16:00:00.000Z,1009294.49,0,1009294.49,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T14:00:00.000Z,sampled x1,5,
0xleo,leo,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,8268.47,2026-09-10T16:00:00.000Z,868242.67,28,868242.67,0.8602,1,,warming,false,28,short_coverage,,,2026-09-10T14:00:00.000Z,rebuilt x27; sampled x1,5,
0xleo,leo,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,141026.58,2026-09-10T16:00:00.000Z,141026.58,0,141026.58,0.1397,0.5349,,warming,false,1,warming,,,2026-09-10T14:00:00.000Z,sampled x1,5,
0xleo,leo,bsc,56,2,28,28,2026-09-06T00:00:00.000Z,11.76,2026-09-10T16:00:00.000Z,12.02,5,12.02,0.0000,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T14:00:00.000Z,rebuilt x1; sampled x1,5,
0xleo,leo,base,8453,3,28,28,2026-09-02T00:00:00.000Z,1.82,2026-09-10T16:00:00.000Z,10.37,9,10.37,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T14:00:00.000Z,rebuilt x2; sampled x1,5,
0xleo,leo,ethereum,1,3,28,28,2026-08-16T00:00:00.000Z,7.19,2026-09-10T16:00:00.000Z,2.86,26,2.86,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T14:00:00.000Z,rebuilt x2; sampled x1,5,
achitaka,achitaka,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,990357.39,2026-09-10T16:00:00.000Z,990357.39,0,990357.39,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
achitaka,achitaka,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,386.30,2026-09-10T16:00:00.000Z,784109.86,28,784109.86,0.7917,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
achitaka,achitaka,solana,1399811149,28,28,28,2026-08-14T00:00:00.000Z,705250.53,2026-09-10T16:00:00.000Z,206243.66,28,206243.66,0.2083,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
achitaka,achitaka,ethereum,1,2,28,28,2026-09-04T00:00:00.000Z,2.78,2026-09-10T16:00:00.000Z,3.17,7,3.17,0.0000,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,4,
achitaka,achitaka,bsc,56,3,28,28,2026-09-02T00:00:00.000Z,0.69,2026-09-10T16:00:00.000Z,0.69,9,0.69,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,4,
Samisa_btc,samisa,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,981846.57,2026-09-10T16:00:00.000Z,981846.57,0,981846.57,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
Samisa_btc,samisa,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,122230.59,2026-09-10T16:00:00.000Z,952300.66,28,952300.66,0.9699,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
Samisa_btc,samisa,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,29542.54,2026-09-10T16:00:00.000Z,29542.54,0,29542.54,0.0301,0.9762,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
Samisa_btc,samisa,ethereum,1,6,28,28,2026-08-29T00:00:00.000Z,6.07,2026-09-10T16:00:00.000Z,2.86,13,2.86,0.0000,0.5,,warming,false,6,short_coverage,,(no reason given) x22,2026-09-10T16:00:00.000Z,rebuilt x5; sampled x1,4,
Samisa_btc,samisa,bsc,56,19,28,28,2026-08-15T00:00:00.000Z,0.23,2026-09-10T16:00:00.000Z,0.52,27,0.52,0.0000,0.5,,warming,false,19,short_coverage,,(no reason given) x9,2026-09-10T16:00:00.000Z,rebuilt x18; sampled x1,4,
figaro,figaro,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,934293.07,2026-09-10T16:00:00.000Z,934293.07,0,934293.07,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
figaro,figaro,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,29915.25,2026-09-10T16:00:00.000Z,795336.58,28,795336.58,0.8513,0.8361,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
figaro,figaro,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,108914.28,2026-09-10T16:00:00.000Z,108914.28,0,108914.28,0.1166,0.618,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
figaro,figaro,ethereum,1,4,28,28,2026-08-21T00:00:00.000Z,2.88,2026-09-10T16:00:00.000Z,23731.56,21,23731.56,0.0254,1,,warming,false,4,short_coverage,,(no reason given) x24,2026-09-10T16:00:00.000Z,rebuilt x3; sampled x1,4,
figaro,figaro,bsc,56,14,28,28,2026-08-14T00:00:00.000Z,3984.18,2026-09-10T16:00:00.000Z,6310.64,28,6310.64,0.0068,0.75,,warming,false,14,short_coverage,,no_prices x3; (no reason given) x11,2026-09-10T16:00:00.000Z,rebuilt x13; sampled x1,4,
facap,fa cap,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,923588.76,2026-09-10T16:00:00.000Z,923588.76,0,923588.76,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
facap,fa cap,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,36017.13,2026-09-10T16:00:00.000Z,923413.33,28,923413.33,0.9998,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
facap,fa cap,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,171.36,2026-09-10T16:00:00.000Z,171.36,0,171.36,0.0002,0.2979,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,3,
facap,fa cap,ethereum,1,2,28,28,2026-09-08T00:00:00.000Z,6.55,2026-09-10T16:00:00.000Z,4.08,3,4.08,0.0000,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,3,
crocsguy,tywebb,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,911605.80,2026-09-10T16:00:00.000Z,911605.80,0,911605.80,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,2,
crocsguy,tywebb,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,911602.72,28,911602.72,1.0000,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,2,
crocsguy,tywebb,ethereum,1,1,1,1,2026-09-10T16:00:00.000Z,3.08,2026-09-10T16:00:00.000Z,3.08,0,3.08,0.0000,1,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,2,
iruletrenches,Miyamoto,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,899662.69,2026-09-10T16:00:00.000Z,899662.69,0,899662.69,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
iruletrenches,Miyamoto,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,638433.73,28,638433.73,0.7096,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
iruletrenches,Miyamoto,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,156664.82,2026-09-10T16:00:00.000Z,156664.82,0,156664.82,0.1741,0.9211,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
iruletrenches,Miyamoto,bsc,56,16,28,28,2026-08-15T00:00:00.000Z,11.21,2026-09-10T16:00:00.000Z,104559.92,27,104559.92,0.1162,0.8333,,warming,false,16,short_coverage,,(no reason given) x9; no_prices x3,2026-09-10T16:00:00.000Z,rebuilt x15; sampled x1,4,
iruletrenches,Miyamoto,ethereum,1,4,28,28,2026-08-27T00:00:00.000Z,1.61,2026-09-10T16:00:00.000Z,4.22,15,4.22,0.0000,1,,warming,false,4,short_coverage,,(no reason given) x22; no_prices x2,2026-09-10T16:00:00.000Z,rebuilt x3; sampled x1,4,
artthatfucks,FML,(all chains),,3,28,28,2026-08-27T00:00:00.000Z,369671.59,2026-09-10T16:00:00.000Z,896723.45,15,896723.45,,,,warming,false,3,short_coverage,,chains_unrebuildable x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,2,
artthatfucks,FML,solana,1399811149,28,28,28,2026-08-14T00:00:00.000Z,399281.63,2026-09-10T16:00:00.000Z,896706.14,28,896706.14,1.0000,0.8571,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,2,
artthatfucks,FML,robinhood,4663,19,28,28,2026-08-17T00:00:00.000Z,10230.66,2026-09-10T16:00:00.000Z,17.31,25,17.31,0.0000,1,,warming,false,19,short_coverage,,no_prices x9,2026-09-10T16:00:00.000Z,rebuilt x18; sampled x1,2,
sadcrissy,Crissy,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,882757.39,2026-09-10T16:00:00.000Z,882757.39,0,882757.39,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
sadcrissy,Crissy,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,584386.16,2026-09-10T16:00:00.000Z,584386.16,0,584386.16,0.6620,0.9206,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
sadcrissy,Crissy,bsc,56,18,28,28,2026-08-16T00:00:00.000Z,1.58,2026-09-10T16:00:00.000Z,171910.37,26,171910.37,0.1947,1,,warming,false,18,short_coverage,,no_prices x5; (no reason given) x5,2026-09-10T16:00:00.000Z,rebuilt x17; sampled x1,4,
sadcrissy,Crissy,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,3.22,2026-09-10T16:00:00.000Z,126458.00,28,126458.00,0.1433,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
sadcrissy,Crissy,ethereum,1,2,28,28,2026-08-27T00:00:00.000Z,6.07,2026-09-10T16:00:00.000Z,2.86,15,2.86,0.0000,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,4,
NachSOL,Nach,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,872963.48,2026-09-10T16:00:00.000Z,872963.48,0,872963.48,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
NachSOL,Nach,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,206125.66,2026-09-10T16:00:00.000Z,771162.38,28,771162.38,0.8834,0.9048,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
NachSOL,Nach,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,101779.91,2026-09-10T16:00:00.000Z,101779.91,0,101779.91,0.1166,0.6351,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
NachSOL,Nach,bsc,56,12,28,28,2026-08-20T00:00:00.000Z,1.67,2026-09-10T16:00:00.000Z,18.34,22,18.34,0.0000,1,,warming,false,12,short_coverage,,(no reason given) x14; no_prices x2,2026-09-10T16:00:00.000Z,rebuilt x11; sampled x1,4,
NachSOL,Nach,ethereum,1,10,28,28,2026-08-18T00:00:00.000Z,2.85,2026-09-10T16:00:00.000Z,2.86,24,2.86,0.0000,1,,warming,false,10,short_coverage,,(no reason given) x18,2026-09-10T16:00:00.000Z,rebuilt x9; sampled x1,4,
TheDazzleNovak,Dazzle Novak,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,872513.45,2026-09-10T16:00:00.000Z,872513.45,0,872513.45,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,1,
TheDazzleNovak,Dazzle Novak,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,872513.45,2026-09-10T16:00:00.000Z,872513.45,0,872513.45,1.0000,0.7826,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
RZDxbt,RZD,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,867750.88,2026-09-10T16:00:00.000Z,867750.88,0,867750.88,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,1,
RZDxbt,RZD,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,867750.88,2026-09-10T16:00:00.000Z,867750.88,0,867750.88,1.0000,0.6774,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
Tsukikage,Tsuki,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,861226.57,2026-09-10T16:00:00.000Z,861226.57,0,861226.57,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
Tsukikage,Tsuki,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,41629.40,2026-09-10T16:00:00.000Z,770302.98,28,770302.98,0.8944,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
Tsukikage,Tsuki,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,48239.39,2026-09-10T16:00:00.000Z,48239.39,0,48239.39,0.0560,0.88,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,3,
Tsukikage,Tsuki,ethereum,1,7,28,28,2026-08-16T00:00:00.000Z,31206.71,2026-09-10T16:00:00.000Z,42684.20,26,42684.20,0.0496,1,,warming,false,7,short_coverage,,(no reason given) x21,2026-09-10T16:00:00.000Z,rebuilt x6; sampled x1,3,
NotARandomUser,User,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,850197.75,2026-09-10T16:00:00.000Z,850197.75,0,850197.75,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
NotARandomUser,User,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,159486.85,2026-09-10T16:00:00.000Z,717861.90,28,717861.90,0.8443,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
NotARandomUser,User,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,132085.73,2026-09-10T16:00:00.000Z,132085.73,0,132085.73,0.1554,0.5132,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
NotARandomUser,User,ethereum,1,6,28,28,2026-08-17T00:00:00.000Z,1960.40,2026-09-10T16:00:00.000Z,238.75,25,238.75,0.0003,0.8,,warming,false,6,short_coverage,,(no reason given) x17; no_prices x5,2026-09-10T16:00:00.000Z,rebuilt x5; sampled x1,5,
NotARandomUser,User,bsc,56,9,28,28,2026-08-21T00:00:00.000Z,1.02,2026-09-10T16:00:00.000Z,11.37,21,11.37,0.0000,1,,warming,false,9,short_coverage,,(no reason given) x19,2026-09-10T16:00:00.000Z,rebuilt x8; sampled x1,5,
NotARandomUser,User,base,8453,3,28,28,2026-09-02T00:00:00.000Z,0.16,2026-09-09T00:00:00.000Z,0.47,7,,,0,no_prices,warming,false,3,short_coverage,no_prices,(no reason given) x24; no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x3,5,
TheOnlyOMP,Old Man Pervert,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,813551.36,2026-09-10T16:00:00.000Z,813551.36,0,813551.36,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,2,
TheOnlyOMP,Old Man Pervert,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,812828.41,2026-09-10T16:00:00.000Z,812828.41,0,812828.41,0.9991,0.7308,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,2,
TheOnlyOMP,Old Man Pervert,robinhood,4663,9,28,28,2026-09-02T00:00:00.000Z,3809.44,2026-09-10T16:00:00.000Z,722.95,9,722.95,0.0009,1,,warming,false,9,short_coverage,,no_prices x19,2026-09-10T16:00:00.000Z,rebuilt x8; sampled x1,2,
Pote_korea,Pote .,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,800743.72,2026-09-10T16:00:00.000Z,800743.72,0,800743.72,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
Pote_korea,Pote .,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,754257.33,28,754257.33,0.9419,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
Pote_korea,Pote .,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,44577.34,2026-09-10T16:00:00.000Z,44577.34,0,44577.34,0.0557,0.8889,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
Pote_korea,Pote .,bsc,56,5,28,28,2026-09-06T00:00:00.000Z,12269.10,2026-09-10T16:00:00.000Z,1906.19,5,1906.19,0.0024,0.9231,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,4,
Pote_korea,Pote .,ethereum,1,3,28,28,2026-09-03T00:00:00.000Z,3.03,2026-09-10T16:00:00.000Z,2.86,8,2.86,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,4,
corleonefnf,CORLEONE888,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,799287.30,2026-09-10T16:00:00.000Z,799287.30,0,799287.30,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
corleonefnf,CORLEONE888,robinhood,4663,18,28,28,2026-08-24T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,512190.62,18,512190.62,0.6408,1,,warming,false,18,short_coverage,,no_prices x10,2026-09-10T16:00:00.000Z,rebuilt x17; sampled x1,4,
corleonefnf,CORLEONE888,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,284241.12,2026-09-10T16:00:00.000Z,284241.12,0,284241.12,0.3556,0.5238,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
corleonefnf,CORLEONE888,bsc,56,16,28,28,2026-08-17T00:00:00.000Z,8.67,2026-09-10T16:00:00.000Z,2851.49,25,2851.49,0.0036,1,,warming,false,16,short_coverage,,(no reason given) x10; no_prices x2,2026-09-10T16:00:00.000Z,rebuilt x15; sampled x1,4,
corleonefnf,CORLEONE888,ethereum,1,2,28,28,2026-09-09T00:00:00.000Z,6.55,2026-09-10T16:00:00.000Z,4.08,2,4.08,0.0000,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,4,
mrfernando88,MrFernando,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,793593.26,2026-09-10T16:00:00.000Z,793593.26,0,793593.26,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,2,
mrfernando88,MrFernando,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,793592.68,2026-09-10T16:00:00.000Z,793592.68,0,793592.68,1.0000,1,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,2,
mrfernando88,MrFernando,robinhood,4663,5,28,28,2026-09-06T00:00:00.000Z,0.57,2026-09-10T16:00:00.000Z,0.58,5,0.58,0.0000,1,,warming,false,5,short_coverage,,no_prices x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,2,
elliotrades,EllioTrades,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,791381.47,2026-09-10T16:00:00.000Z,791381.47,0,791381.47,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,2,
elliotrades,EllioTrades,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,791362.82,28,791362.82,1.0000,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,2,
elliotrades,EllioTrades,bsc,56,2,28,28,2026-09-01T00:00:00.000Z,30994.31,2026-09-10T16:00:00.000Z,18.65,10,18.65,0.0000,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,2,
Quanterty,Qwerty,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,777227.50,2026-09-10T16:00:00.000Z,777227.50,0,777227.50,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
Quanterty,Qwerty,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,658146.89,2026-09-10T16:00:00.000Z,719659.06,28,719659.06,0.9259,0.8571,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
Quanterty,Qwerty,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,57506.48,2026-09-10T16:00:00.000Z,57506.48,0,57506.48,0.0740,0.8584,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
Quanterty,Qwerty,ethereum,1,9,28,28,2026-08-19T00:00:00.000Z,6.04,2026-09-10T16:00:00.000Z,49.00,23,49.00,0.0001,1,,warming,false,9,short_coverage,,(no reason given) x17; no_prices x2,2026-09-10T16:00:00.000Z,rebuilt x8; sampled x1,4,
Quanterty,Qwerty,base,8453,6,28,28,2026-08-28T00:00:00.000Z,73.58,2026-09-10T16:00:00.000Z,12.95,14,12.95,0.0000,1,,warming,false,6,short_coverage,,(no reason given) x22,2026-09-10T16:00:00.000Z,rebuilt x5; sampled x1,4,
Onchainmetrics,Onchaingambles,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,763421.62,2026-09-10T16:00:00.000Z,763421.62,0,763421.62,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
Onchainmetrics,Onchaingambles,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,435768.67,2026-09-10T16:00:00.000Z,648896.93,28,648896.93,0.8500,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
Onchainmetrics,Onchaingambles,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,73761.14,2026-09-10T16:00:00.000Z,73761.14,0,73761.14,0.0966,0.9647,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
