handle,label,chain,networkId,realPoints,stepsReturned,serviceCount,firstRealAt,firstRealUsd,lastRealAt,lastRealUsd,spanDays,chainLatestUsd,shareOfHoldings,chainPricedShare,chainReasonInAllChainsAnswer,status,drawable,usablePoints,drawingReason,answerRefused,pointRefusalReasons,trackedSince,basisOfRealPoints,chainsHeldByTrader,failed
frogmanhaha,Frogman,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,1867.56,2026-09-10T16:00:00.000Z,1867.56,0,1867.56,0.0007,1,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
frogmanhaha,Frogman,ethereum,1,4,28,28,2026-09-02T00:00:00.000Z,5.39,2026-09-10T16:00:00.000Z,6.39,9,6.39,0.0000,1,,warming,false,4,short_coverage,,(no reason given) x24,2026-09-10T16:00:00.000Z,rebuilt x3; sampled x1,5,
bluntz_capital,bluntz,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2636956.19,2026-09-10T16:00:00.000Z,2636956.19,0,2636956.19,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
bluntz_capital,bluntz,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,1579130.34,28,1579130.34,0.5988,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
bluntz_capital,bluntz,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,851246.61,2026-09-10T16:00:00.000Z,851246.61,0,851246.61,0.3228,0.6111,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,3,
bluntz_capital,bluntz,bsc,56,6,28,28,2026-09-04T00:00:00.000Z,152431.74,2026-09-10T16:00:00.000Z,206579.24,7,206579.24,0.0783,0.8,,warming,false,6,short_coverage,,(no reason given) x22,2026-09-10T16:00:00.000Z,rebuilt x5; sampled x1,3,
0xnobi,nobi,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2604494.16,2026-09-10T16:00:00.000Z,2604494.16,0,2604494.16,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
0xnobi,nobi,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,136262.65,2026-09-10T16:00:00.000Z,2565928.95,28,2565928.95,0.9852,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
0xnobi,nobi,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,38475.96,2026-09-10T16:00:00.000Z,38475.96,0,38475.96,0.0148,0.7867,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
0xnobi,nobi,ethereum,1,7,28,28,2026-08-15T00:00:00.000Z,16.12,2026-09-10T16:00:00.000Z,41.72,27,41.72,0.0000,1,,warming,false,7,short_coverage,,(no reason given) x21,2026-09-10T16:00:00.000Z,rebuilt x6; sampled x1,5,
0xnobi,nobi,bsc,56,9,28,28,2026-08-22T00:00:00.000Z,12.62,2026-09-10T16:00:00.000Z,35.30,20,35.30,0.0000,1,,warming,false,9,short_coverage,,no_prices x3; (no reason given) x16,2026-09-10T16:00:00.000Z,rebuilt x8; sampled x1,5,
0xnobi,nobi,base,8453,3,28,28,2026-09-01T00:00:00.000Z,1.82,2026-09-10T16:00:00.000Z,12.25,10,12.25,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x19; no_prices x6,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,5,
frankdegods,frank,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2454376.87,2026-09-10T16:00:00.000Z,2454376.87,0,2454376.87,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
frankdegods,frank,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,2418352.85,2026-09-10T16:00:00.000Z,2418352.85,0,2418352.85,0.9853,0.2426,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
frankdegods,frank,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,183.39,2026-09-10T16:00:00.000Z,35474.63,28,35474.63,0.0145,0.9647,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
frankdegods,frank,bsc,56,24,28,28,2026-08-16T00:00:00.000Z,33.40,2026-09-10T16:00:00.000Z,485.32,26,485.32,0.0002,0.8,,warming,false,24,short_coverage,,(no reason given) x3; no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x23; sampled x1,4,
frankdegods,frank,ethereum,1,5,28,28,2026-08-14T00:00:00.000Z,24.75,2026-09-10T16:00:00.000Z,64.06,28,64.06,0.0000,0.5,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,4,
FullPinkYak,FullPinkYak,(all chains),,18,28,28,2026-08-21T00:00:00.000Z,3526001.96,2026-09-10T16:00:00.000Z,2436151.78,21,2436151.78,,,,warming,false,18,short_coverage,,chains_unrebuildable x10,2026-09-10T16:00:00.000Z,rebuilt x17; sampled x1,3,
FullPinkYak,FullPinkYak,solana,1399811149,28,28,28,2026-08-14T00:00:00.000Z,2445941.00,2026-09-10T16:00:00.000Z,1500178.19,28,1500178.19,0.6158,0.7333,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
FullPinkYak,FullPinkYak,bsc,56,18,28,28,2026-08-21T00:00:00.000Z,8.55,2026-09-10T16:00:00.000Z,935408.40,21,935408.40,0.3840,0.8,,warming,false,18,short_coverage,,(no reason given) x10,2026-09-10T16:00:00.000Z,rebuilt x17; sampled x1,3,
FullPinkYak,FullPinkYak,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,29217.53,2026-09-10T16:00:00.000Z,565.20,28,565.20,0.0002,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
Dxranteth,Dxrant,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2418310.55,2026-09-10T16:00:00.000Z,2418310.55,0,2418310.55,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
Dxranteth,Dxrant,bsc,56,10,28,28,2026-08-19T00:00:00.000Z,2029.11,2026-09-10T16:00:00.000Z,1061089.02,23,1061089.02,0.4388,1,,warming,false,10,short_coverage,,(no reason given) x14; no_prices x4,2026-09-10T16:00:00.000Z,rebuilt x9; sampled x1,4,
Dxranteth,Dxrant,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,779834.06,2026-09-10T16:00:00.000Z,779834.06,0,779834.06,0.3225,0.802,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
Dxranteth,Dxrant,robinhood,4663,19,28,28,2026-08-14T00:00:00.000Z,0.09,2026-09-10T16:00:00.000Z,577376.30,28,577376.30,0.2388,0.8182,,warming,false,19,short_coverage,,no_prices x9,2026-09-10T16:00:00.000Z,rebuilt x18; sampled x1,4,
Dxranteth,Dxrant,ethereum,1,6,28,28,2026-08-22T00:00:00.000Z,73650.32,2026-09-10T16:00:00.000Z,11.17,20,11.17,0.0000,1,,warming,false,6,short_coverage,,(no reason given) x22,2026-09-10T16:00:00.000Z,rebuilt x5; sampled x1,4,
notanicecat69,Wood,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2396264.42,2026-09-10T16:00:00.000Z,2396264.42,0,2396264.42,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
notanicecat69,Wood,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,152898.71,2026-09-10T16:00:00.000Z,2366698.55,28,2366698.55,0.9877,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
notanicecat69,Wood,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,29562.78,2026-09-10T16:00:00.000Z,29562.78,0,29562.78,0.0123,0.3946,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
notanicecat69,Wood,ethereum,1,3,28,28,2026-08-23T00:00:00.000Z,4.55,2026-09-10T16:00:00.000Z,2.86,19,2.86,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,4,
notanicecat69,Wood,bsc,56,3,28,28,2026-09-05T00:00:00.000Z,0.62,2026-09-10T16:00:00.000Z,0.23,6,0.23,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,4,
soby0x,soby,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2289823.70,2026-09-10T16:00:00.000Z,2289823.70,0,2289823.70,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
soby0x,soby,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,64469.32,2026-09-10T16:00:00.000Z,2197094.91,28,2197094.91,0.9595,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
soby0x,soby,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,92434.11,2026-09-10T16:00:00.000Z,92434.11,0,92434.11,0.0404,0.9231,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
soby0x,soby,bsc,56,1,28,28,2026-09-10T16:00:00.000Z,290.81,2026-09-10T16:00:00.000Z,290.81,0,290.81,0.0001,1,,ready,false,1,too_few_points,,(no reason given) x22; no_prices x5,2026-09-10T16:00:00.000Z,sampled x1,4,
soby0x,soby,ethereum,1,3,28,28,2026-09-04T00:00:00.000Z,3.46,2026-09-10T16:00:00.000Z,3.87,7,3.87,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,4,
himgajria,Him,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2243215.43,2026-09-10T16:00:00.000Z,2243215.43,0,2243215.43,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
himgajria,Him,robinhood,4663,19,28,28,2026-08-23T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,2194093.07,19,2194093.07,0.9781,0.9565,,warming,false,19,short_coverage,,no_prices x9,2026-09-10T16:00:00.000Z,rebuilt x18; sampled x1,4,
himgajria,Him,bsc,56,2,28,28,2026-08-30T00:00:00.000Z,316.11,2026-09-10T16:00:00.000Z,28989.70,12,28989.70,0.0129,0.6667,,ready,false,2,too_few_points,,(no reason given) x23; no_prices x3,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,4,
himgajria,Him,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,20129.80,2026-09-10T16:00:00.000Z,20129.80,0,20129.80,0.0090,0.64,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
himgajria,Him,ethereum,1,3,28,28,2026-09-05T00:00:00.000Z,2.38,2026-09-10T16:00:00.000Z,2.86,6,2.86,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,4,
motiyawerey,Werey,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2204252.24,2026-09-10T16:00:00.000Z,2204252.24,0,2204252.24,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
motiyawerey,Werey,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,2204154.67,2026-09-10T16:00:00.000Z,2204154.67,0,2204154.67,1.0000,0.7797,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,3,
motiyawerey,Werey,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,72.87,28,72.87,0.0000,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
motiyawerey,Werey,bsc,56,3,28,28,2026-08-29T00:00:00.000Z,25.01,2026-09-10T16:00:00.000Z,24.71,13,24.71,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,3,
PoorGoat_,PoorGoat🐂🀄️💛🐈,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2189621.95,2026-09-10T16:00:00.000Z,2189621.95,0,2189621.95,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
PoorGoat_,PoorGoat🐂🀄️💛🐈,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,1953930.78,2026-09-10T16:00:00.000Z,1953930.78,0,1953930.78,0.8924,0.9839,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
PoorGoat_,PoorGoat🐂🀄️💛🐈,bsc,56,21,28,28,2026-08-14T00:00:00.000Z,522.23,2026-09-10T16:00:00.000Z,226806.39,28,226806.39,0.1036,0.875,,warming,false,21,short_coverage,,(no reason given) x7,2026-09-10T16:00:00.000Z,rebuilt x20; sampled x1,5,
PoorGoat_,PoorGoat🐂🀄️💛🐈,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,9361.71,2026-09-10T16:00:00.000Z,8816.61,28,8816.61,0.0040,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
PoorGoat_,PoorGoat🐂🀄️💛🐈,ethereum,1,5,28,28,2026-08-14T00:00:00.000Z,14.39,2026-09-10T16:00:00.000Z,48.42,28,48.42,0.0000,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,5,
PoorGoat_,PoorGoat🐂🀄️💛🐈,base,8453,9,28,28,2026-08-24T00:00:00.000Z,309.79,2026-09-10T16:00:00.000Z,19.74,18,19.74,0.0000,0.8,,warming,false,9,short_coverage,,(no reason given) x19,2026-09-10T16:00:00.000Z,rebuilt x8; sampled x1,5,
cryptolyxe,lyxe,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2178763.45,2026-09-10T16:00:00.000Z,2178763.45,0,2178763.45,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
cryptolyxe,lyxe,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,1461463.31,2026-09-10T16:00:00.000Z,1461463.31,0,1461463.31,0.6708,0.7619,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
cryptolyxe,lyxe,base,8453,3,28,28,2026-08-19T00:00:00.000Z,455474.19,2026-09-10T16:00:00.000Z,715942.04,23,715942.04,0.3286,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,5,
cryptolyxe,lyxe,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,1346.92,28,1346.92,0.0006,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
cryptolyxe,lyxe,ethereum,1,5,28,28,2026-08-26T00:00:00.000Z,8.83,2026-09-10T16:00:00.000Z,11.17,16,11.17,0.0000,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,5,
cryptolyxe,lyxe,bsc,56,1,28,28,2026-09-08T00:00:00.000Z,73.98,2026-09-08T00:00:00.000Z,73.98,0,,,0,no_prices,ready,false,1,no_prices,no_prices,(no reason given) x26; no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x1,5,
m0f0,m0f0,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2095858.18,2026-09-10T16:00:00.000Z,2095858.18,0,2095858.18,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
m0f0,m0f0,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,128427.25,2026-09-10T16:00:00.000Z,1608555.59,28,1608555.59,0.7675,0.85,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
m0f0,m0f0,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,487299.68,2026-09-10T16:00:00.000Z,487299.68,0,487299.68,0.2325,0.9474,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
m0f0,m0f0,ethereum,1,5,28,28,2026-08-28T00:00:00.000Z,25437.96,2026-09-10T16:00:00.000Z,2.68,14,2.68,0.0000,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,4,
m0f0,m0f0,bsc,56,9,28,28,2026-08-14T00:00:00.000Z,991.68,2026-09-10T16:00:00.000Z,0.23,28,0.23,0.0000,1,,warming,false,9,short_coverage,,(no reason given) x19,2026-09-10T16:00:00.000Z,rebuilt x8; sampled x1,4,
Proteus,Proteus,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2069693.25,2026-09-10T16:00:00.000Z,2069693.25,0,2069693.25,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
Proteus,Proteus,robinhood,4663,14,28,28,2026-08-28T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,1586358.41,14,1586358.41,0.7665,1,,warming,false,14,short_coverage,,no_prices x14,2026-09-10T16:00:00.000Z,rebuilt x13; sampled x1,3,
Proteus,Proteus,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,483331.78,2026-09-10T16:00:00.000Z,483331.78,0,483331.78,0.2335,1,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,3,
Proteus,Proteus,ethereum,1,2,28,28,2026-09-06T00:00:00.000Z,4.92,2026-09-10T16:00:00.000Z,3.06,5,3.06,0.0000,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,3,
change,change,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2067148.59,2026-09-10T16:00:00.000Z,2067148.59,0,2067148.59,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
change,change,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,706304.63,2026-09-10T16:00:00.000Z,1611521.26,28,1611521.26,0.7796,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
change,change,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,455606.34,2026-09-10T16:00:00.000Z,455606.34,0,455606.34,0.2204,0.967,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
change,change,base,8453,6,28,28,2026-08-30T00:00:00.000Z,0.86,2026-09-10T16:00:00.000Z,9.37,12,9.37,0.0000,1,,warming,false,6,short_coverage,,no_prices x2; (no reason given) x20,2026-09-10T16:00:00.000Z,rebuilt x5; sampled x1,5,
change,change,ethereum,1,4,28,28,2026-08-29T00:00:00.000Z,432652.78,2026-09-10T16:00:00.000Z,6.39,13,6.39,0.0000,1,,warming,false,4,short_coverage,,no_prices x2; (no reason given) x22,2026-09-10T16:00:00.000Z,rebuilt x3; sampled x1,5,
change,change,bsc,56,7,28,28,2026-08-22T00:00:00.000Z,1.26,2026-09-10T16:00:00.000Z,5.24,20,5.24,0.0000,0.8,,warming,false,7,short_coverage,,(no reason given) x21,2026-09-10T16:00:00.000Z,rebuilt x6; sampled x1,5,
ether_monk,Ethermonk 📿,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2054401.75,2026-09-10T16:00:00.000Z,2054401.75,0,2054401.75,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
ether_monk,Ethermonk 📿,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,1639694.99,2026-09-10T16:00:00.000Z,1094352.29,28,1094352.29,0.5327,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
ether_monk,Ethermonk 📿,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,674706.24,2026-09-10T16:00:00.000Z,674706.24,0,674706.24,0.3284,0.8471,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
ether_monk,Ethermonk 📿,bsc,56,25,28,28,2026-08-15T00:00:00.000Z,134.54,2026-09-10T16:00:00.000Z,285305.97,27,285305.97,0.1389,0.9375,,warming,false,25,short_coverage,,(no reason given) x2; no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x24; sampled x1,4,
ether_monk,Ethermonk 📿,ethereum,1,5,28,28,2026-08-22T00:00:00.000Z,14.39,2026-09-10T16:00:00.000Z,37.25,20,37.25,0.0000,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,4,
econoar,eric.eth,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2041674.83,2026-09-10T16:00:00.000Z,2041674.83,0,2041674.83,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
econoar,eric.eth,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,15138.51,2026-09-10T16:00:00.000Z,2011760.21,28,2011760.21,0.9853,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
econoar,eric.eth,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,21641.59,2026-09-10T16:00:00.000Z,21641.59,0,21641.59,0.0106,0.8621,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
econoar,eric.eth,base,8453,5,28,28,2026-08-22T00:00:00.000Z,1948.55,2026-09-10T16:00:00.000Z,5154.03,20,5154.03,0.0025,0.5,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,5,
econoar,eric.eth,ethereum,1,3,28,28,2026-08-25T00:00:00.000Z,5.05,2026-09-10T16:00:00.000Z,3118.78,17,3118.78,0.0015,1,,warming,false,3,short_coverage,,(no reason given) x23; no_prices x2,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,5,
econoar,eric.eth,bsc,56,2,28,28,2026-09-08T00:00:00.000Z,0.48,2026-09-10T16:00:00.000Z,0.23,3,0.23,0.0000,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,5,
zeri_terminal,zeri_terminal,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2002280.49,2026-09-10T16:00:00.000Z,2002280.49,0,2002280.49,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,2,
zeri_terminal,zeri_terminal,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,2002251.57,2026-09-10T16:00:00.000Z,2002251.57,0,2002251.57,1.0000,0.8846,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,2,
zeri_terminal,zeri_terminal,robinhood,4663,20,28,28,2026-08-22T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,28.91,20,28.91,0.0000,1,,warming,false,20,short_coverage,,no_prices x8,2026-09-10T16:00:00.000Z,rebuilt x19; sampled x1,2,
LP1111,LP 1,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,1934162.55,2026-09-10T16:00:00.000Z,1934162.55,0,1934162.55,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
LP1111,LP 1,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,160841.57,2026-09-10T16:00:00.000Z,1907589.39,28,1907589.39,0.9863,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
LP1111,LP 1,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,26568.08,2026-09-10T16:00:00.000Z,26568.08,0,26568.08,0.0137,0.6667,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
LP1111,LP 1,ethereum,1,6,28,28,2026-08-19T00:00:00.000Z,1.87,2026-09-10T16:00:00.000Z,4.84,23,4.84,0.0000,1,,warming,false,6,short_coverage,,(no reason given) x22,2026-09-10T16:00:00.000Z,rebuilt x5; sampled x1,5,
LP1111,LP 1,bsc,56,4,28,28,2026-08-22T00:00:00.000Z,15.73,2026-09-10T16:00:00.000Z,0.23,20,0.23,0.0000,1,,warming,false,4,short_coverage,,(no reason given) x24,2026-09-10T16:00:00.000Z,rebuilt x3; sampled x1,5,
LP1111,LP 1,base,8453,5,28,28,2026-08-21T00:00:00.000Z,1.67,2026-09-04T00:00:00.000Z,450.04,14,,,0,no_prices,warming,false,5,short_coverage,no_prices,(no reason given) x22; no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x5,5,
inyourwalls,inyourwalls,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,1930550.36,2026-09-10T16:00:00.000Z,1930550.36,0,1930550.36,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
inyourwalls,inyourwalls,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,242093.41,2026-09-10T16:00:00.000Z,1859095.17,28,1859095.17,0.9630,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
inyourwalls,inyourwalls,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,56523.75,2026-09-10T16:00:00.000Z,56523.75,0,56523.75,0.0293,0.5526,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
inyourwalls,inyourwalls,bsc,56,12,28,28,2026-08-15T00:00:00.000Z,1818.80,2026-09-10T16:00:00.000Z,14925.85,27,14925.85,0.0077,1,,warming,false,12,short_coverage,,(no reason given) x16,2026-09-10T16:00:00.000Z,rebuilt x11; sampled x1,4,
inyourwalls,inyourwalls,ethereum,1,6,28,28,2026-08-20T00:00:00.000Z,2.16,2026-09-10T16:00:00.000Z,5.59,22,5.59,0.0000,1,,warming,false,6,short_coverage,,(no reason given) x22,2026-09-10T16:00:00.000Z,rebuilt x5; sampled x1,4,
aki11a,aki,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,1838813.39,2026-09-10T16:00:00.000Z,1838813.39,0,1838813.39,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
aki11a,aki,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,190291.33,2026-09-10T16:00:00.000Z,1821170.24,28,1821170.24,0.9904,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
aki11a,aki,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,16543.04,2026-09-10T16:00:00.000Z,16543.04,0,16543.04,0.0090,1,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
aki11a,aki,bsc,56,5,28,28,2026-08-31T00:00:00.000Z,867.90,2026-09-10T16:00:00.000Z,1093.72,11,1093.72,0.0006,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,4,
